ability_slot,ability_name,ability_text,character_id
special,Ability 2,Point Blank  Attack primary target for 310% damage + flip 3 positive effects into negative effects. Level Required: 65  t4 confidence 59.8%,SilverSable
ultimate,Ability 3,"Insertion Protocol  In RAIDS, clear Barrier from all enemies.

Flip all positive effects into negative effects on primary and adjacent targets.

Attack primary and adjacent targets for 280% damage + apply Slow and 2 Bleed. Level Required: 68  t4 confidence 59.8%",SilverSable
passive,Ability 4,"Flash and Clear  Apply Heal Block for 2 turns and Disrupted for 2 turns to all enemies.

Clear Barrier from all enemies.
In RAIDS, clear Charged from all enemies.

On OFFENSE, if this character has 4 or more VIGILANTE allies, reduce the duration of all positive effects by 2 on all enemies.

Attack all enemies for 320% damage + apply +1 Vulnerable, up to a maximum 5.

On WAR OFFENSE, if there is at least 1 VILLAIN enemy:
 > Apply Trauma for 2 turns to all enemies.
 > Apply Ability Block for 2 turns to 2 random SUPPORT enemies.
 > In RAIDS, always do these actions instead.

This attack gains +500% Extra Focus and cannot be counterattacked. Level Required: 70  t4 confidence 62.2%",SilverSable
basic,Ability 1,"Silver Samurai channels energy through the Muramasa Blade and, when charged, delivers a series of powerful strikes that no enemy can recover from.",SilverSamurai
special,Ability 2,Assist/Counter Info Attack primary target for 241% damage + 17% Piercing + apply 2 Bleed + apply 2 Heal Block.This attack gains 500% Extra Focus,SilverSamurai
ultimate,Ability 3,"Tachyon Slash  Transfer 1 Counter from primary target to self.
Attack primary target for 250% Piercing.
Gain +1 Counter, up to a maximum of 5.

This attack gains 300% Extra Focus

When this character performs a Counterattack or Assist, they apply 2 Bleed to the target. Level Required: 65  t4 confidence 36.2%",SilverSamurai
passive,Ability 4,"Executioner Slice  Gain Taunt for 2 turns.
Gain +3 Counter and +3 Deflect, up to a max of 5 each.

Apply Defense Up for 2 turns to self and all WEAPON X allies.
Barrier self and all WEAPON X allies for 20% of this character's Max Health.

Flip Counter on the primary and adjacent targets.
Attack primary and adjacent targets for 250% Piercing + apply Offense Down. Level Required: 68  t4 confidence 42.4%",SilverSamurai
basic,Ability 1,"The Sentinel of the Spaceways, Silver Surfer travels the cosmos using the Power Cosmic to atone for his time as the Herald of Galactus.",SilverSurfer
special,Ability 2,"Assist/Counter Info Attack primary target for 236% Piercing.Transfer all negative effects from this character to the primary target.  If this character doesn't have any negative effects, transfer all positive effects from the primary target to this character instead.",SilverSurfer
ultimate,Ability 3,"Cosmic Crackle  Attack primary target for 280% Piercing.

Transfer all negative effects from this character to the primary target. If this character has no negative effects, transfer all positive effects from the primary target to this character instead.

This attack cannot be counterattacked. Level Required: 65  t4 confidence 72.7%",SilverSurfer
passive,Ability 4,"Sentinel of the Spaceways  Attack primary target for 600% Piercing + apply Disrupted for 2 turns.
Attack all adjacents targets for 200% Piercing + apply Defense Down.

This attack cannot be counterattacked. Level Required: 68  t4 confidence 64.9%",SilverSurfer
basic,Ability 1,"Melissa Gold, a reformed villain, that uses her sonic abilities to flip her enemies positive effects and defend her allies.",Songbird
special,Ability 2,"Deafening Scream  Attack primary target for 300% damage + clear 2 positive effects.

Clear 2 negative effects on self. Level Required: 65  t4 confidence 47.4%",Songbird
ultimate,Ability 3,"Sonic Screech  Clear Barrier on all enemies.
Attack primary and adjacent targets for 400% damage + reduce Speed Bar by 20%.

If this character has 2 or more THUNDERBOLT allies:
 > Reduce the duration of Defense Up by 2 for primary and adjacent targets.
 > Apply Defense Down for 2 turns to primary and adjacent targets.

In RAIDS, apply Defense Up for 2 turns, Safeguard for 2 turns, and Speed Up for 2 turns to self and all THUNDERBOLT allies.

This attack gains +500% Extra Focus and cannot be blocked or dodged. Level Required: 68  t4 confidence 48.3%",Songbird
passive,Ability 4,"Vicious Aria  Attack all enemies for 350% damage + flip all positive effects into negative effects + apply Offense Down for 2 turns.

If this character has 4 or more THUNDERBOLT allies, apply Trauma for 2 turns to all enemies.

This attack gains +500% Extra Focus and cannot be blocked.

In RAIDS:
 > Reduce Speed Bar by 50% for all enemies with any positive effects.
 > Apply Immunity to self and all THUNDERBOLT allies.
 > This attack cannot be dodged. Level Required: 70  t4 confidence 54.0%",Songbird
basic,Ability 1,"Robert Baldwin is a kinetic energy-powered hero who bounces into battle with agility and explosive bursts, using his boundless energy to devastate foes.",Speedball
special,Ability 2,"Ping Pong Pummel  Attack primary target for 240% Piercing + apply Bleed.
Bonus Attack for 100% Piercing + apply Bleed. Level Required: 65  t4 confidence 0.0%",Speedball
ultimate,Ability 3,"Bouncing Blitz  Attack primary and adjacent targets for 420% Piercing + apply 2 Bleed for 2 turns and Heal Block for 2 turns.
Apply Ability Block for 2 turns to primary target.

Apply the following positive effects for 2 turns to self and all DARING WARRIOR allies: Safeguard, Defense Up, and Speed Up.

In CRUCIBLE or BATTLEWORLD, if this character has 3 DARING WARRIOR allies:
 > Apply Ability Block for 2 turns to adjacent VILLAIN enemies.
 > Attack the VILLAIN BRAWLER enemy with the most Speed Bar for 240% Piercing + apply Ability Block for 2 turns.
 > This attack cannot miss. Level Required: 68  t4 confidence 0.0%",Speedball
passive,Ability 4,"Photo Bomb  In CRUCIBLE or BATTLEWORLD, if this character has 3 DARING WARRIOR allies, reduce the duration of Safeguard on the primary target by 2.

Attack primary target for 500% Piercing + flip all positive effects into negative effects + apply Bleed for 2 turns, Heal Block for 2 turns, and Stun for 2 turns. Level Required: 70  t4 confidence 0.0%",Speedball
basic,Ability 1,A quick attacker that weakens opponents and evades incoming attacks.,SpiderMan
special,Ability 2,"Agile Attack  Attack primary target for 270% damage + Chain up to 1 adjacent target for 60% damage. 60% chance to gain Evade. In RAIDS, 80% chance to gain Evade.

Counterattack breaks this Chain. Level Required: 65  t4 confidence 45.0%",SpiderMan
ultimate,Ability 3,"Web Slinger  Attack primary target for 200% damage + 100% Drain + Chain to 5 adjacent targets for 160% damage + 100% Drain. Apply Defense Down and Slow to each target for 2 turns.

This attack cannot be counterattacked. Level Required: 68  t4 confidence 43.2%",SpiderMan
passive,Ability 4,"Tangled Web  Attack primary target for 500% damage + apply Stun.

Apply Slow. Gain +100% Extra Focus for this action. Level Required: 70  t4 confidence 28.7%",SpiderMan
basic,Ability 1,"While working at Horizon Labs, Peter Parker developed a new suit with a Stealth Mode, making him harder to hit, and an Anti-Sound Mode to catch his opponents unaware.",SpiderManBigTime
special,Ability 2,"Big Time Thwip  Attack primary target for 340% damage + apply +1 Defense Down, up to a maximum of 3.
Bonus Attack for 280% damage + apply an additional +1 Defense Down, up to a maximum of 3.

When forced to attack an ally, this character deals less damage to INFESTATION characters. Level Required: 65  t4 confidence 39.3%",SpiderManBigTime
ultimate,Ability 3,"Big Time Beatdown  Gain Anti-Sound Mode and clear Stealth Mode.

Clear all Barrier and Revive Once on primary target and another enemy with the highest Speed.

Attack primary target for 350% damage.
Attack the enemy with the highest Speed for 350% damage.

Apply Offense Up for 2 turns and Defense Up for 2 turns to self and all INFESTATION allies.

This attack is Unavoidable and cannot be blocked. Level Required: 68  t4 confidence 36.8%",SpiderManBigTime
passive,Ability 4,"Arachnid Assault  Gain Stealth Mode and clear Anti-Sound Mode.

Attack all enemies for 300% damage.
Flip all positive effects into negative effects on the primary target + apply Disrupted for 2 turns.
Gain 2 Evade.

If Charged:
 > Apply Disrupted for 2 turns to all enemies.
 > Flip all positive effects into negative effects on all other enemies.
 > Apply Trauma for 2 turns to all enemies.
 > Apply Blind to 2 enemies with the Highest Speed.
 > Steal up to 2 Ability Energy from every enemy. (This character can only gain a maximum of 2 Ability Energy from this attack).
 > Lose 1 Charged.

This attack gains +1,000% Extra Focus, is unavoidable, and cannot be blocked.
This attack cannot be Assisted. Level Required: 70  t4 confidence 43.6%",SpiderManBigTime
basic,Ability 1,Miles Morales controls the field with web blasts and electrical shocks that prolong negative effects and apply Disrupted.,UltSpiderMan
special,Ability 2,"Assist/Counter Info Attack primary target for 205% damage + 17% Piercing. If Squirrel Girl or any WEB-WARRIOR is an ally or if the target has Defense Down, clear 3 positive effects.",UltSpiderMan
ultimate,Ability 3,Quick Strike  Attack primary target for 280% damage + clear 3 positive effects. Level Required: 65  t4 confidence 34.9%,UltSpiderMan
passive,Ability 4,"Venom Shock  Attack primary target for 300% damage + reduce Speed Bar by 50%. Apply Slow for 2 turns + prolong all negative effects by 1, up to a maximum of 3.

Gain Stealth.
On Kill, gain +1 Offense Up.

This attack cannot be blocked. Level Required: 68  t4 confidence 29.7%",UltSpiderMan
basic,Ability 1,"Spider-Man (Noir) is a stealthy, Tommy Gun-wielding hero that grants additional damage to his allies while laying down heavy fire.",SpiderManNoir
special,Ability 2,Assist/Counter Info Attack primary target for 205% damage + 17% Piercing.,SpiderManNoir
ultimate,Ability 3,"Put 'em Up  Attack primary target for 300% damage.

Gain Stealth.

50% chance to gain Evade.
In CRUCIBLE, always gain Evade.
In RAIDS, always gain Evade and Regeneration. Level Required: 65  t4 confidence 53.7%",SpiderManNoir
passive,Ability 4,"Chicago Typewriter  Attack primary target for 300% Piercing + apply Bleed + clear Taunt.
Attack the most injured enemy, ignoring Taunt and Stealth, for 320% Piercing + apply Bleed.

If the primary target has no negative effects at the end of this turn, fill this character's Speed Bar by 50%. Level Required: 68  t4 confidence 52.7%",SpiderManNoir
basic,Ability 1,"The fabulously flashy Spider-Man of Mumbattan, Pavitr speeds up his allies with style and uses devastating chain attacks to slow down his enemies.",SpiderManPavitr
special,Ability 2,"Smooth Strikes  Attack primary target for 230% damage + apply +1 Slow, up to a maximum of 5.
Rebound Chain to 2 adjacent targets for 230% damage + apply +1 Slow, up to a maximum of 5.
This attack deals +50% Damage against targets with Slow.

Apply Speed Up to random ally without Speed Up.
If this character and all allies have Speed Up, fill Speed Bar by 5% for self and all SPIDER-SOCIETY allies. Level Required: 65  t4 confidence 56.9%",SpiderManPavitr
ultimate,Ability 3,"Stylish Slinger  Attack primary target for 360% damage + apply Offense Down for 2 turns + apply +2 Slow, up to a maximum of 5.
Rebound Chain to 4 adjacent targets for 360% damage, apply +1 Slow, up to a maximum of 5, and clear 1 positive effect.
This attack deals +50% Damage against targets with Slow.

Apply +1 Speed Up, up to a maximum of 5, to the 3 most injured HERO SPIDER-VERSE allies or self.

This attack cannot be counterattacked. Level Required: 68  t4 confidence 58.9%",SpiderManPavitr
passive,Ability 4,"Mumbattan Slam  Attack primary and adjacent targets for 400% Damage + apply Defense Down for 2 turns + apply +2 Slow, up to a maximum of 5.
Rebound Chain to 6 adjacent targets for 400% Damage + apply +1 Slow, up to a maximum of 5.
This attack deals +50% Damage against targets with Slow.

Clear Slow from self and all allies.
Apply +2 Speed Up, up to a maximum of 5, to self and all HERO allies.
For every enemy with Slow, Barrier self and all HERO SPIDER-VERSE allies for 5% of this character's Max Health.

This attack cannot be counterattacked. Level Required: 70  t4 confidence 63.7%",SpiderManPavitr
basic,Ability 1,"Permanently bonded with the Venom symbiote, Spider-Man brutally takes down foes while powering up his Symbiote allies.",SymbioteSpiderMan
special,Ability 2,"Symbiote Slinger  Attack primary target for 210% damage + apply Defense Down for 2 turns. Rebound Chain to 2 adjacent targets for 170% damage + apply Defense Down for 2 turns

This attack cannot be Countered. Level Required: 65  t4 confidence 55.3%",SymbioteSpiderMan
ultimate,Ability 3,Spider Slingshot  Attack primary and adjacent targets for 300% damage. Increase the duration of all their negative effects by 1 + apply Bleed to each target. Level Required: 68  t4 confidence 45.7%,SymbioteSpiderMan
passive,Ability 4,"Web Slam  Attack primary target for 340% damage + apply Stun. Attack all other enemies for 260%. Apply Slow to all targets for 2 turns.

This attack is unavoidable and cannot be Blocked. Level Required: 70  t4 confidence 49.5%",SymbioteSpiderMan
basic,Ability 1,"Fighting crime in our time from the far-flung future, Miguel O'Hara uses his powers to exploit enemy weaknesses as the Spider-Man of tomorrow!",SpiderMan2099
special,Ability 2,"Assist/Counter Info Attack primary target for 250% damage + 20% Piercing + clear 2 random positive effects + apply Defense Down and Bleed.In CRUCIBLE, on Crit:> Prolong the duration of all negative effects, except Stun, Ability Block, and Trauma, on all targets by 1.> Prolong the duration of all Bleed on all targets by an additional 1.",SpiderMan2099
ultimate,Ability 3,"Talon Slash  Attack primary target for 300% damage + clear 2 random positive effects + apply Defense Down and Bleed.

Chain to 1 adjacent target for 200% damage + clear 2 random positive effects + apply Bleed.

In CRUCIBLE, on Crit:
 > Prolong the duration of all negative effects, except Stun, Ability Block, and Trauma, on all targets by 1.
 > Prolong the duration of all Bleed on all targets by an additional 1. Level Required: 65  t4 confidence 32.0%",SpiderMan2099
passive,Ability 4,"Shock! And Awe  Apply Ability Block to the primary target.
Attack primary and adjacent targets for 350% damage + flip Offense Up + apply Bleed.

Apply Offense Up for 2 turns to 2 random allies that don't have Offense Up, prioritizing TANGLED WEB allies.

In CRUCIBLE, on Crit:
 > Prolong the duration of all negative effects, except Stun, Ability Block, and Trauma, on all targets by 1.
 > Prolong the duration of all Bleed on all targets by an additional 1.

This attack is Unavoidable and cannot be Blocked. Level Required: 68  t4 confidence 26.3%",SpiderMan2099
basic,Ability 1,Spider-Punk is a spider-powered rock star who uses his electric guitar together with his web abilities to deal big damage and disable groups of bad guys.,SpiderPunk
special,Ability 2,"Guitar Solo  Attack primary target for  200% damage.

If this character has any WEB-WARRIOR allies, Bonus Attack for 300% damage. Level Required: 65  t4 confidence 36.6%",SpiderPunk
ultimate,Ability 3,"Mosh Pit  Attack primary target for 160% damage. Chain to 5 adjacent targets for 160% damage.
Counterattack breaks this Chain.

In RAIDS, instead, attack primary target for 160% damage + 40% damage per WEB-WARRIOR ally. Chain to 5 adjacent targets for 160% damage +  40% damage per WEB-WARRIOR ally.
Counterattack breaks this Chain. Level Required: 68  t4 confidence 31.6%",SpiderPunk
passive,Ability 4,"Amped Up  Attack all enemies for 250% damage + apply Heal Block for 2 turns. Gain Evade.
In RAIDS, if Ghost-Spider is an ally, apply Trauma for 2 turns to all enemies.

This attack cannot miss. Level Required: 70  t4 confidence 33.3%",SpiderPunk
basic,Ability 1,J. Jonah Jameson leaves his desk behind to operate the Spider-Slayer robot and trades hard-hitting investigative journalism for decimating blows against his more evasive enemies.,SpiderSlayer
special,Ability 2,"Rock 'em, Saw 'em  Attack primary target for 100% Piercing + Bonus Attack 2 times for 100% Piercing.

Apply Offense Up to a non-summoned SINISTER SIX ally with the highest Damage, that doesn't have Offense Up.

This attack cannot be dodged. Level Required: 65  t4 confidence 30.7%",SpiderSlayer
ultimate,Ability 3,"Bugle Blaster  Attack all enemies for 300% Piercing + Flip Offense Up, Evade, and Speed Up.
If there are any SPIDER-VERSE enemies, attack those enemies for 400% Piercing instead.

Apply Defense Up and Deflect to self and all VILLAIN allies.

This attack cannot be dodged. Level Required: 68  t4 confidence 40.3%",SpiderSlayer
passive,Ability 4,"Breaking News  Apply Offense Up to self and all SINISTER SIX allies.
Attack primary target for 350% Piercing + 100% Drain + flip 2 positive effects to negative effects.
Repeat this attack 1 additional time.

Call 2 SINISTER SIX allies with the highest Damage to attack the primary target.

Characters killed by this attack cannot be revived.
This attack ignores Defense Up and is Unavoidable. Level Required: 70  t4 confidence 43.0%",SpiderSlayer
basic,Ability 1,"A Navajo weaver, Ajei Benally was chosen to safeguard the Web of Life and Destiny, pulling the threads of fate to protect herself and her allies.",SpiderWeaver
special,Ability 2,Assist/Counter Info Attack primary target for 278% damage + 17% Piercing + apply Bleed + clear 1 negative effect from this character.,SpiderWeaver
ultimate,Ability 3,"Ethereal Strike  Attack primary target for 225% Piercing.

If this character is at or above 25% Health:
 > Bonus Attack primary target for 125% Piercing + apply Bleed.
 > If this character has any negative effects, clear 1 negative effect from this character.
 > If this character does not have any negative effects, clear 1 negative effect from a random ally that has a negative effect.
Repeat this Bonus Attack for 50%, 90%, and 100% Health. Level Required: 65  t4 confidence 67.6%",SpiderWeaver
passive,Ability 4,"Fateful Decision  Gain Defense Up for 2 turns and Offense Up for 2 turns.
In CRUCIBLE, gain Immunity for 2 turns.
If this character does not have Charged, gain Charged.
Transfer all positive effects on this character, excluding Taunt and Stealth, to all TANGLED WEB allies and 2 other random allies.

Heal self and TANGLED WEB allies for 30% of this character's Max Health. Heal 2 other random allies for 10% of this character's Max Health.

Attack primary target for 350% damage + Rebound Chain to 3 adjacent enemies for 300% damage.

This attack can Chain to Stealth targets. Counterattack breaks this Chain.

This attack is Unavoidable and cannot be Blocked. Level Required: 68  t4 confidence 66.6%",SpiderWeaver
basic,Ability 1,"Spider-Woman is a formidable Blaster that uses pheromone powers to sap her enemy's strength, leaving them open to devastating attacks.",SpiderWoman
special,Ability 2,Assist/Counter Info Attack primary target for 205% damage + 17% Piercing + apply Defense Down for 2 turns.,SpiderWoman
ultimate,Ability 3,"Swift Strikes  Attack primary target for 260% damage + apply Defense Down for 2 turns. Chain to 2 adjacent targets for 210% damage + apply Defense Down.

This attack cannot be counterattacked or blocked. Level Required: 65  t4 confidence 23.6%",SpiderWoman
passive,Ability 4,"Gliding Assault  Attack primary target for 350% damage + apply Ability Block for 1 turn, Heal Block for 2 turns, and Offense Down for 2 turns.
Chain to 4 adjacent targets for 350% damage + apply Heal Block for 2 turns and Offense Down for 2 turns.

Gain 100% Extra Focus for this attack.
This attack is Unavoidable and cannot be blocked.

On WAR OFFENSE:
> Gain +50% damage per A-FORCE ally.
> This attack cannot be counterattacked. Level Required: 68  t4 confidence 24.1%",SpiderWoman
basic,Ability 1,Squirrel Girl is a Young Avenger who uses her unbeatable squirrel powers to eat nuts and kick butts!,SquirrelGirl
special,Ability 2,Assist/Counter Info Attack primary target for 241% damage + 17% Piercing + apply Offense Down.,SquirrelGirl
ultimate,Ability 3,"Kick Butts  Attack primary target for 300% damage.

Attack the enemy with the most Speed Bar, ignoring Taunt and Stealth, for 210% damage + apply Offense Down.

When forced to attack an ally, this character deals less damage to RETCON characters. Level Required: 65  t4 confidence 43.7%",SquirrelGirl
passive,Ability 4,"Eat Nuts  Clear all negative effects from all allies.
Heal self and all allies for 30% of this character's Max Health.

Call the ally with the highest Damage to attack the primary target.

On WAR DEFENSE or BATTLEWORLD, if Health started above 90%, gain 1 Ability Energy. Level Required: 68  t4 confidence 54.9%",SquirrelGirl
basic,Ability 1,A charismatic leader who generates ability energy for allies and distracts enemies.,StarLord
special,Ability 2,"Element Gun  Attack primary target for 310% damage + 50% chance to apply Bleed and 50% chance to apply Slow.

Chain to 1-2 adjacent targets for 250% damage + 50% chance to apply Bleed and 50% chance to apply Slow.

Counterattack breaks this Chain. Level Required: 75  t4 confidence 29.7%",StarLord
ultimate,Ability 3,"Clever Distraction  Generate 2 Ability Energy to random adjacent allies, excluding any Blastaar allies.
Apply Blind to primary target, an additional random enemy, and 50% chance to apply to a third random enemy.

This attack gains additional effects based on the number of GALACTIC COUNCIL allies this character has:
 > If this character has 1 GALACTIC COUNCIL ally, apply Ability Block to primary target.
 > If this character has 2 GALACTIC COUNCIL allies, apply Stun to primary target.
 > If this character has 3 GALACTIC COUNCIL allies, apply Trauma to primary target.

This attack is Unavoidable. Level Required: 78  t4 confidence 29.5%",StarLord
passive,Ability 4,"Elemental Blast  Attack primary target for 350% damage.

Apply Offense Up, Defense Up, and Speed Up to 2 random allies, prioritizing a Blastaar ally as one of the random allies, and call those allies to assist. Level Required: 80  t4 confidence 23.5%",StarLord
basic,Ability 1,A resurrected Peter Quill that uses his trusty Terran machine guns to unleash a deadly volley against his enemies.,StarLord_Annihilation
special,Ability 2,"Flip-Shot  Attack primary and adjacent targets for 360% damage + apply +1 Vulnerable, up to a maximum of 5.

50% chance to revive a dead Korg ally with 10% Max Health. In WAR, always revive a dead Korg ally with 10% Max Health. Level Required: 65  t4 confidence 26.7%",StarLord_Annihilation
ultimate,Ability 3,"Bullet Spin  Apply Blind for 2 turns to the primary target.
In WAR, if Nova is an ally, clear Immunity from the primary target and the highest Damage, non-primary target enemy.
 In WAR, apply Blind for 2 turns to the highest Damage, non-primary target enemy.

Attack primary and adjacent targets for 400% damage + apply +2 Vulnerable, up to a maximum of 5.

In WAR:
 > Gain +1,000% Extra Focus for this attack.
 > This attack is Unavoidable. Level Required: 68  t4 confidence 30.2%",StarLord_Annihilation
passive,Ability 4,"Spray and Pray  Attack primary and adjacent targets for 440% damage + apply 2 Bleed for 2 turns and apply Heal Block for 2 turns.

In WAR, apply Trauma to each target with Vulnerable. Level Required: 70  t4 confidence 31.8%",StarLord_Annihilation
basic,Ability 1,"The first human to wield the intergalactic power of the Star Brand, Vnn saved the world of 10,000 BC as a member of a prehistoric group of Avengers.",StarBrand
special,Ability 2,"Ancient Fury  Attack primary target for 325% damage + apply Offense Down.

Attack the enemy with the highest Damage, ignoring Taunt and Stealth, for 300% damage + apply Offense Down. Level Required: 65  t4 confidence 31.1%",StarBrand
ultimate,Ability 3,"Primal Star Strike  Attack primary target for 400% damage, apply Slow, and reduce Speed Bar by 15% + 10% per OUT OF TIME and Black Panther (1MM) ally.
Attack adjacent targets for 350% damage, apply Slow, and reduce Speed Bar by 15%.

Attack the enemy with the highest Speed, ignoring Taunt and Stealth, for 325% damage, apply +1 Slow, and reduce Speed Bar by 15%.

This attack cannot be blocked or dodged. Level Required: 68  t4 confidence 29.0%",StarBrand
passive,Ability 4,"Primeval Wrath  Attack primary target for 600% damage, apply Stun, and flip all positive effects into negative effects.
Attack adjacent targets for 500% damage + flip all positive effects into negative effects.

Attack the most injured enemy, ignoring Taunt and Stealth, for 500% damage, apply +1 Stun, and flip all positive effects into negative effects.

Enemies killed by this attack cannot be revived.
This attack cannot be dodged or counterattacked.
In WAR, this attack ignores Defense Up. Level Required: 70  t4 confidence 33.3%",StarBrand
basic,Ability 1,"The daughter of Ant-Man, Stature uses her Pym Tech to grow to great heights, drawing fire and stomping down enemy defenses.",Stature
special,Ability 2,"Giant Takedown  Attack primary target for 280% damage + flip Defense Up.
Apply Defense Up to self and 1 random PYM TECH or HERO BIO ally. Level Required: 65  t4 confidence 12.0%",Stature
ultimate,Ability 3,"Stature Stomp  Attack primary target for 310% damage.
Gain Taunt + Defense Up + Regeneration. Level Required: 68  t4 confidence 7.3%",Stature
passive,Ability 4,"Pym Particle Punch  Attack primary and adjacent targets for 400% damage.
Generate 2 Ability Energy for all PYM TECH allies and self. Level Required: 70  t4 confidence 9.8%",Stature
basic,Ability 1,"Steel Serpent, also known as Davos, is a formidable martial artist from K'un-Lun, driven by an unrelenting quest to claim Shou-Lao's power. Regardless of the challenges or the time it demands, he is determined to seize the title of Iron Fist.",SteelSerpent
special,Ability 2,"Steel Strikes  Attack primary target for 300% damage + apply +1 Slow, up to a maximum of 3.

Chain to 2 adjacent targets for 300% damage + apply +1 Slow, up to a maximum of 3.

Apply +1 Trauma, up to a maximum of 2, to targets that have Offense Down, Defense Down and Slow.

Counterattack breaks this Chain. Level Required: 65  t4 confidence 40.9%",SteelSerpent
ultimate,Ability 3,"Serpent Slam  Attack primary and adjacent targets for 300% Piercing + flip all positive effects into negative effects + apply +1 Slow, up to a maximum of 3.

In RAIDS, reduce Speed Bar by 25% for all targets. Level Required: 68  t4 confidence 44.6%",SteelSerpent
passive,Ability 4,"Venomous Fists  Clear Barrier from all enemies.

Transfer all positive effects from an Iron Fist ally to self.
This attack gains +10% damage per positive effect on self and +10% damage per negative effect on the primary target.

In RAIDS, reduce the duration of all positive effects by 2 on all enemies.

Attack the primary target for 500% Piercing + apply +2 Slow, up to a maximum of 3.

On Kill:
 > Apply +3 Slow, up to a maximum of 3, to all enemies.
 > In RAIDS, reduce all enemies Speed Bar by 25%.

This attack cannot be dodged. Level Required: 70  t4 confidence 49.0%",SteelSerpent
basic,Ability 1,A powerful weather controller that charges up devastating attacks to lead her mutant allies to victory.,Storm
special,Ability 2,"Shocking Blow  Attack primary target for 200% damage.
Attack all adjacent targets for 150% damage.

Gain +2 Charged, up to a maximum of 20. Level Required: 65  t4 confidence 55.8%",Storm
ultimate,Ability 3,"Ice Storm  Attack all targets for 200% damage + apply Slow.
Apply Stun for 2 turns to the primary target.

Gain +5 Charged, up to a maximum of 20.

If this character has a Jean Grey ally, on CRUCIBLE OFFENSE, if this character has 3 or more IMMORTAL X-MEN allies, or in RAIDS, if this character has 3 or more UNCANNY AVENGER allies:
 > Copy and clear all Charged on all enemies to self.
 > Clear all positive effects on all enemies.
 > Apply Trauma for 2 turns to all enemies.

This attack gains +500% Extra Focus, is Unavoidable, and cannot be blocked or counterattacked. Level Required: 68  t4 confidence 52.1%",Storm
passive,Ability 4,"Storm of the Century  Attack all enemies for 110% damage. Damage is increased by 100% per Charged.

Lose all Charged.

If this character has 20 or more Charged, this attack cannot miss.

Characters killed by this attack cannot be revived. Level Required: 70  t4 confidence 49.8%",Storm
basic,Ability 1,"A heartbroken Doctor Strange absorbed countless otherworldly beings in a search for enough power to return his lost love, but found only the destructive might to demolish his foes.",StrangeSupreme
special,Ability 2,Assist/Counter Info Attack primary target for 210% Piercing + flip 2 positive effects to negative effects.,StrangeSupreme
ultimate,Ability 3,"Supreme Blast  Attack primary and adjacent targets for 280% Piercing + flip 2 positive effects to negative effects.

This attack cannot be Blocked. Level Required: 65  t4 confidence 63.4%",StrangeSupreme
passive,Ability 4,"Ikonnic Blast  Copy and clear 2 positive effects, excluding Taunt, from the primary target to self.
If Charged, copy and clear all positive effects, excluding Taunt, from the primary target to self instead.

Attack primary target for 400% damage + apply Slow for 1 turns + reduce Speed Bar by 25%.

Gain +500% Extra Focus for this attack. Level Required: 68  t4 confidence 64.4%",StrangeSupreme
basic,Ability 1,Stryfe uses his mutant powers and cunning to grant himself powerful defensive effects.,Stryfe
special,Ability 2,"Psychic Strike  Attack primary target for 300% damage.
If the target has Taunt, Gain +1 Taunt, up to a maximum of 3. Clear Taunt from the target.

If Mister Sinister is an ally, transfer all positive effects from the primary target to Mister Sinister. Level Required: 65  t4 confidence 29.8%",Stryfe
ultimate,Ability 3,"Superiority  Gain +1 Taunt, up to a maximum of 3.

Gain 3 Deflect.
Barrier self for 25% of this character's Max Health.
On WAR DEFENSE, if Mystique is an ally, Barrier all allies for 25% of this character's Max Health.

Generate 2 Ability Energy for 2 random MARAUDER allies, excluding Madelyne Pryor. Level Required: 68  t4 confidence 19.2%",Stryfe
passive,Ability 4,"Nullifying Blast  Apply Ability Block to primary target and adjacent targets.
Attack primary and adjacent targets for 420% damage.

On Kill, gain +1 Taunt, up to a maximum of 3.

If Charged, clear Charged. Level Required: 70  t4 confidence 16.3%",Stryfe
basic,Ability 1,"Powered by solar radiation, Sunfire channels powerful flames to unleash an explosive blow against the enemy team.",Sunfire
special,Ability 2,"Assist/Counter Info Attack primary target for 224% Piercing damage + apply 1 Bleed per Offense Up on this character, up to a maximum of 1.",Sunfire
ultimate,Ability 3,"Sunburn  Attack primary target for 320% Piercing + apply 1 Bleed per Offense Up on this character, up to a maximum of 3.

In RAIDS, this attack gains +100% Crit Chance. Level Required: 65  t4 confidence 43.0%",Sunfire
passive,Ability 4,"Solar Flare  Clear Disrupted from self + fill Speed Bar by 100%.
Gain +2 Offense Up, up to a maximum of 5. Gain +2 Counter, up to a maximum of 3.

Apply Offense Up and Counter to all allies.

Gain 5 Ability Energy. Level Required: 68  t4 confidence 53.7%",Sunfire
basic,Ability 1,"The hot-headed Sunspot possesses the ability to absorb and redirect the sun's power, letting him deal massive damage and grant ability energy to his X-Men allies.",Sunspot
special,Ability 2,"Hot Shots  Attack primary and adjacent targets for 300% damage + apply Bleed.

Apply +1 Bleed to primary target per Crit.

Gain +1 Charged, up to a maximum of 10. Level Required: 65  t4 confidence 38.6%",Sunspot
